,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,payment_method,card_type,Unnamed: 3,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
2427,102427,Oral Care,Toothpaste,4,4.52,9,548,2024-12-01,3,Credit Card - AMEX,AMEX,,Bullring & Grand Central,Birmingham,West Midlands,UK,Melissa,Davis,Other,49.0,1975-04-08,xthomas@anderson.com,268.202.5809,1.0,465.0,2.0,0.0,2020-07-27,37.0,133.08
2428,102428,Hair Care,Shampoo,2,25.11,57,725,2023-06-15,10,Google Pay,,,The Gardens Mall,Palm Beach Gardens,Florida,US,Claire,Ibarra,Male,40.0,1985-02-18,peterbryan@kim.com,+1-724-572-4669,1.0,680.0,3.0,0.0,2022-05-24,44.0,449.56
2429,102429,Skin Care,Lip Balm,1,49.34,39,782,2021-11-08,7,Cash,,,Scottsdale Fashion Square,Scottsdale,Arizona,US,Elizabeth,Oliver,Other,70.0,1954-07-17,ramosamanda@gaines.com,+1-233-081-2000,1.0,644.0,5.0,1.0,2021-04-10,49.0,75.77
2430,102430,Skin Care,Moisturizer,4,88.19,13,531,2021-08-17,1,Credit Card - Visa,Visa,,The Grove,Los Angeles,California,US,Melissa,Johnson,Other,31.0,1993-05-31,zwilson@yahoo.com,473-339-8556,1.0,1239.0,3.0,1.0,2021-06-03,44.0,135.84
2431,102431,Hair Care,Shampoo,3,31.66,24,603,2023-01-23,6,PayPal,,,The Dubai Mall,Dubai,Dubai,UAE,Natalie,Hansen,Other,23.0,2001-05-28,martinlam@peters-smith.com,001-920-479-1365x67100,0.0,308.0,2.0,1.0,2025-01-12,19.0,189.4
2432,102432,Oral Care,Toothpaste,1,18.97,33,718,2024-05-05,6,PayPal,,,Bellevue Square,Bellevue,Washington,US,Kevin,Estrada,Male,28.0,1996-10-13,bennettdavid@gmail.com,001-429-171-0906x1343,0.0,1095.0,2.0,1.0,2021-09-24,42.0,201.46
2433,102433,Oral Care,Mouthwash,4,5.23,47,90,2023-04-27,8,BNPL (Buy Now, Pay Later),,The Americana at Brand,Glendale,California,US,Douglas,Cooley,Male,62.0,1962-06-15,elliscindy@hotmail.com,435-896-3756x13833,0.0,1315.0,6.0,0.0,2024-09-19,17.0,151.58
2434,102434,Hair Care,Hair Oil,2,6.78,8,55,2024-10-30,1,Credit Card - Visa,Visa,,Bluewater Shopping Centre,Dartford,Kent,UK,Samantha,Sanchez,Female,36.0,1988-06-12,brennanbrandon@hill.info,857-086-0780x15912,1.0,253.0,9.0,0.0,2020-02-03,45.0,270.7
2435,102435,Skin Care,Moisturizer,2,50.3,23,123,2022-06-18,5,Debit Card - MasterCard,MasterCard,,Palisades Center,West Nyack,New York,US,Eugene,Tapia,Male,60.0,1964-05-31,donnaanderson@jordan.biz,(514)571-6978x16899,1.0,183.0,10.0,0.0,2024-01-08,14.0,187.51
2436,102436,Oral Care,Mouthwash,1,12.42,20,42,2020-11-16,8,BNPL (Buy Now, Pay Later),,The Trafford Centre,Manchester,Greater Manchester,UK,Brandi,Cross,Male,26.0,1998-09-08,hansonlisa@thomas-jarvis.org,656.444.5903x0109,1.0,1496.0,5.0,0.0,2023-07-16,26.0,412.11
2437,102437,Hair Care,Hair Oil,4,28.04,21,467,2023-09-25,10,Google Pay,,,Fashion Show Mall,Las Vegas,Nevada,US,Derek,Mayer,Female,49.0,1975-03-03,brittneydickson@hotmail.com,999-229-6188x2914,1.0,1807.0,4.0,1.0,2023-10-11,29.0,133.96
2438,102438,Oral Care,Mouthwash,4,2.64,4,799,2021-09-10,8,BNPL (Buy Now, Pay Later),,Trafford Centre,Manchester,England,UK,Jeffery,Anderson,Other,44.0,1980-09-16,efrazier@holt-scott.com,(870)085-2013x812,0.0,782.0,10.0,1.0,2024-11-09,18.0,259.07
2439,102439,Skin Care,Sunscreen,2,66.51,20,372,2021-09-10,1,Credit Card - Visa,Visa,,The Trafford Centre,Manchester,Greater Manchester,UK,James,Barrett,Other,25.0,1999-11-29,dannymcmillan@price-clayton.com,4280467878,1.0,68.0,6.0,0.0,2021-04-29,46.0,19.6
2440,102440,Oral Care,Toothpaste,2,16.25,41,586,2022-12-13,4,Debit Card - Visa,Visa,,Stanford Shopping Center,Palo Alto,California,US,Mariah,Dunn,Female,36.0,1988-08-04,xfernandez@yahoo.com,001-869-059-2402x30677,1.0,862.0,10.0,0.0,2023-01-07,2.0,273.75
2441,102441,Skin Care,Lip Balm,3,11.81,24,612,2023-03-28,2,Credit Card - MasterCard,MasterCard,,The Dubai Mall,Dubai,Dubai,UAE,Jennifer,Dunlap,Male,50.0,1974-11-07,emartin@miller.com,565-386-3839,0.0,1428.0,4.0,1.0,2021-02-13,33.0,241.47
2442,102442,Skin Care,Lip Balm,3,21.14,46,133,2021-04-19,6,PayPal,,,Park Meadows,Lone Tree,Colorado,US,Erin,Ware,Female,49.0,1975-06-10,bellvanessa@hotmail.com,373.344.0741x10137,1.0,530.0,6.0,1.0,2023-11-18,18.0,235.41
2443,102443,Skin Care,Moisturizer,2,82.82,21,245,2024-06-21,1,Credit Card - Visa,Visa,,Fashion Show Mall,Las Vegas,Nevada,US,Raymond,Mclaughlin,Female,20.0,2005-02-20,clarkronald@yahoo.com,987.323.1574x23567,0.0,233.0,7.0,0.0,2020-05-18,21.0,53.35
2444,102444,Body Care and Hygiene,Hand Sanitizer,4,25.11,32,811,2021-07-11,9,Apple Pay,,,International Plaza and Bay Street,Tampa,Florida,US,Bailey,Rowland,Other,31.0,1993-03-25,simpsonjustin@gmail.com,1451200771,0.0,452.0,7.0,0.0,2020-12-10,22.0,379.47
2445,102445,Body Care and Hygiene,Deodorant,4,15.88,42,200,2020-04-02,9,Apple Pay,,,Brookfield Place,New York,New York,US,Bryan,Baxter,Female,36.0,1988-04-19,harold21@rodriguez-reed.com,1523955063,0.0,100.0,8.0,1.0,2021-11-27,27.0,403.01
2446,102446,Hair Care,Hair Oil,3,10.15,24,227,2021-11-27,9,Apple Pay,,,The Dubai Mall,Dubai,Dubai,UAE,James,Wright,Other,56.0,1969-02-05,rodriguezallison@walker-bautista.com,+1-749-247-2936,1.0,204.0,5.0,1.0,2021-09-27,24.0,282.17
2447,102447,Oral Care,Mouthwash,2,4.39,42,597,2024-11-14,2,Credit Card - MasterCard,MasterCard,,Brookfield Place,New York,New York,US,Kimberly,Fischer,Female,49.0,1975-11-09,theresa04@rios.info,566-828-8551,1.0,662.0,9.0,1.0,2022-01-23,44.0,199.2
2448,102448,Skin Care,Moisturizer,2,10.34,41,9,2020-04-13,7,Cash,,,Stanford Shopping Center,Palo Alto,California,US,Ernest,Holland,Female,58.0,1966-06-25,elizabeth80@yahoo.com,(213)514-4660,0.0,457.0,5.0,0.0,2021-05-28,24.0,407.68
2449,102449,Hair Care,Conditioner,2,46.95,28,997,2023-02-03,5,Debit Card - MasterCard,MasterCard,,Dolphin Mall,Miami,Florida,US,Patricia,Garza,Other,65.0,1959-07-03,kimberlyadams@yahoo.com,+1-291-816-7333x6353,0.0,548.0,7.0,0.0,2024-03-08,1.0,43.27
2450,102450,Skin Care,Sunscreen,2,80.52,12,861,2022-08-04,6,PayPal,,,Metrocentre,Gateshead,Tyne and Wear,UK,Patricia,Chen,Other,70.0,1954-10-23,rodrigueztimothy@gmail.com,(560)911-5632x9196,0.0,812.0,10.0,0.0,2022-11-27,44.0,155.44
2451,102451,Skin Care,Face Wash,1,56.27,49,867,2022-10-14,10,Google Pay,,,NorthPark Center,Dallas,Texas,US,Ryan,Beard,Other,65.0,1959-08-13,shawngibson@fischer-short.com,+1-935-068-3890x554,1.0,1460.0,5.0,0.0,2024-10-23,40.0,446.44
2452,102452,Body Care and Hygiene,Hand Sanitizer,2,25.13,53,974,2022-09-26,1,Credit Card - Visa,Visa,,SouthPark,Charlotte,North Carolina,US,Joshua,Hoffman,Other,22.0,2003-01-13,wernerjohn@cook.com,542-359-9876,1.0,1451.0,1.0,1.0,2023-12-10,6.0,156.51
2453,102453,Oral Care,Toothpaste,1,11.05,53,545,2024-06-16,3,Credit Card - AMEX,AMEX,,SouthPark,Charlotte,North Carolina,US,Wesley,Williams,Other,31.0,1993-08-08,halvarez@yahoo.com,378-574-6947x65058,1.0,307.0,8.0,0.0,2020-05-17,34.0,392.46
2454,102454,Skin Care,Lip Balm,4,44.69,35,858,2020-09-30,7,Cash,,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Diana,Mclaughlin,Female,37.0,1987-11-15,destiny75@gmail.com,+1-044-593-3017x71186,0.0,169.0,4.0,0.0,2022-12-05,25.0,181.81
2455,102455,Hair Care,Shampoo,3,31.23,35,697,2020-02-23,9,Apple Pay,,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Debra,Hanna,Other,20.0,2004-03-20,vrobles@wilson-wright.com,187-269-6657x106,0.0,572.0,10.0,1.0,2024-02-15,29.0,331.69
2456,102456,Hair Care,Conditioner,1,46.66,39,666,2022-04-01,6,PayPal,,,Scottsdale Fashion Square,Scottsdale,Arizona,US,John,Williams,Other,64.0,1960-09-30,jennifer98@lindsey-williams.com,707.592.0324x0412,0.0,1726.0,3.0,1.0,2022-06-11,41.0,258.42
2457,102457,Oral Care,Toothpaste,2,2.71,37,532,2023-10-27,2,Credit Card - MasterCard,MasterCard,,Bloor-Yorkville,Toronto,Ontario,Canada,Gina,Moss,Other,64.0,1960-02-29,bsandoval@haas.info,5051019551,0.0,211.0,9.0,1.0,2021-10-03,20.0,236.71
2458,102458,Body Care and Hygiene,Body Lotion,3,15.95,29,699,2024-04-14,7,Cash,,,The Mall at Millenia,Orlando,Florida,US,Tammy,Cabrera,Male,45.0,1979-08-18,amyestes@hotmail.com,002.246.4017x34187,0.0,525.0,7.0,0.0,2021-06-12,19.0,138.36
2459,102459,Body Care and Hygiene,Deodorant,4,24.06,56,570,2024-08-21,10,Google Pay,,,The Mall in Columbia,Columbia,Maryland,US,Joseph,Mann,Male,25.0,1999-06-14,george24@yahoo.com,5283258727,1.0,955.0,8.0,0.0,2020-07-09,20.0,372.98
2460,102460,Body Care and Hygiene,Deodorant,1,6.79,47,522,2022-10-19,5,Debit Card - MasterCard,MasterCard,,The Americana at Brand,Glendale,California,US,Nicole,Cannon,Other,27.0,1997-12-30,ojohnson@yahoo.com,(523)156-5845x60831,0.0,641.0,1.0,0.0,2024-01-05,10.0,257.0
2461,102461,Skin Care,Moisturizer,1,23.38,38,488,2020-02-27,7,Cash,,,The Shops at La Cantera,San Antonio,Texas,US,Matthew,Thomas,Female,23.0,2001-07-12,nsmith@smith-reid.com,886.895.2250x76893,1.0,160.0,1.0,1.0,2024-09-06,48.0,210.74
2462,102462,Skin Care,Moisturizer,4,43.52,17,17,2022-07-04,7,Cash,,,Lakeside Shopping Centre,Thurrock,Essex,UK,Linda,Morgan,Male,46.0,1978-11-02,millerblake@yahoo.com,385.822.8166x46228,0.0,670.0,7.0,1.0,2023-06-10,16.0,406.57
2463,102463,Skin Care,Sunscreen,1,83.66,49,698,2021-03-26,8,BNPL (Buy Now, Pay Later),,NorthPark Center,Dallas,Texas,US,Misty,Cunningham,Male,34.0,1991-02-01,vincentmiller@joseph-brock.com,140-410-0909,0.0,882.0,8.0,1.0,2022-04-15,39.0,267.67
2464,102464,Body Care and Hygiene,Hand Sanitizer,3,13.89,4,361,2023-03-19,7,Cash,,,Trafford Centre,Manchester,England,UK,Christian,Hunt,Male,55.0,1969-10-09,crystal48@smith.org,6317977974,0.0,1029.0,3.0,0.0,2024-05-03,13.0,456.67
2465,102465,Hair Care,Hair Oil,1,27.16,16,372,2024-04-17,10,Google Pay,,,The Oracle,Reading,Berkshire,UK,James,Barrett,Other,25.0,1999-11-29,dannymcmillan@price-clayton.com,4280467878,1.0,68.0,6.0,0.0,2021-04-29,46.0,19.6
2466,102466,Body Care and Hygiene,Body Lotion,3,14.87,12,345,2023-04-09,2,Credit Card - MasterCard,MasterCard,,Metrocentre,Gateshead,Tyne and Wear,UK,Donald,Mitchell,Other,28.0,1997-01-10,hgonzalez@gmail.com,+1-296-472-8674x742,1.0,492.0,6.0,1.0,2022-10-11,40.0,405.39
2467,102467,Skin Care,Moisturizer,1,32.54,52,648,2020-12-12,3,Credit Card - AMEX,AMEX,,Pheasant Lane Mall,Nashua,New Hampshire,US,Edward,Bernard,Male,32.0,1992-10-06,rhenry@thompson-sanders.net,(628)433-5902,1.0,1424.0,5.0,0.0,2025-01-10,5.0,449.85
2468,102468,Skin Care,Face Wash,2,23.97,37,402,2021-09-13,1,Credit Card - Visa,Visa,,Bloor-Yorkville,Toronto,Ontario,Canada,Kristin,Dodson,Other,23.0,2001-06-15,jennifer22@hotmail.com,080.982.4561x47997,0.0,408.0,7.0,1.0,2021-03-24,28.0,172.55
2469,102469,Hair Care,Shampoo,1,41.48,44,206,2022-10-29,4,Debit Card - Visa,Visa,,The Florida Mall,Orlando,Florida,US,Nicole,Salazar,Female,19.0,2005-11-23,susandixon@flores.com,(623)807-1059,1.0,1107.0,9.0,0.0,2023-03-21,47.0,354.9
2470,102470,Skin Care,Moisturizer,4,61.76,57,299,2023-09-14,2,Credit Card - MasterCard,MasterCard,,The Gardens Mall,Palm Beach Gardens,Florida,US,Jonathan,Payne,Other,51.0,1973-02-27,thompsonkeith@barry.org,001-182-074-1397,0.0,454.0,7.0,1.0,2024-10-09,38.0,127.01
2471,102471,Skin Care,Face Wash,1,40.67,4,185,2021-07-21,4,Debit Card - Visa,Visa,,Trafford Centre,Manchester,England,UK,Nicholas,Johnston,Female,20.0,2004-08-24,matthewperry@yahoo.com,+1-405-386-9845x678,1.0,1689.0,9.0,0.0,2020-11-27,31.0,372.29
2472,102472,Body Care and Hygiene,Hand Sanitizer,2,20.07,18,303,2023-07-02,4,Debit Card - Visa,Visa,,Arndale Centre,Manchester,Greater Manchester,UK,Meagan,Brown,Male,55.0,1969-12-28,watkinscynthia@young.net,580.038.0277x06911,1.0,1416.0,7.0,0.0,2024-09-13,5.0,464.56
2473,102473,Body Care and Hygiene,Body Lotion,1,24.81,23,627,2023-07-14,4,Debit Card - Visa,Visa,,Palisades Center,West Nyack,New York,US,Kenneth,Weaver,Other,69.0,1955-08-07,martha35@medina.info,820-545-9679x1530,1.0,522.0,8.0,1.0,2023-05-04,29.0,171.98
2474,102474,Body Care and Hygiene,Body Lotion,2,27.5,7,955,2020-05-25,10,Google Pay,,,West Edmonton Mall,Edmonton,Alberta,Canada,William,Fields,Male,32.0,1992-03-16,lopezraymond@gmail.com,(471)871-6189x03870,0.0,1109.0,6.0,0.0,2022-10-21,8.0,87.23
2475,102475,Oral Care,Toothpaste,2,2.51,37,33,2021-10-02,1,Credit Card - Visa,Visa,,Bloor-Yorkville,Toronto,Ontario,Canada,Erica,Huang,Male,24.0,2000-05-08,cthompson@black.com,001-929-421-6702x21193,0.0,409.0,5.0,1.0,2021-06-07,28.0,117.62
2476,102476,Skin Care,Moisturizer,4,25.18,11,39,2020-05-02,8,BNPL (Buy Now, Pay Later),,Roosevelt Field,Garden City,New York,US,Christopher,Thompson,Male,47.0,1977-04-21,jasonpatterson@kramer.info,(045)279-4995x231,1.0,896.0,9.0,0.0,2021-03-27,25.0,126.05
2477,102477,Body Care and Hygiene,Body Lotion,2,14.84,25,592,2021-07-29,3,Credit Card - AMEX,AMEX,,Lenox Square,Atlanta,Georgia,US,Melissa,Gay,Male,41.0,1983-11-06,mckinneyrobert@chapman.com,410-722-8375,0.0,675.0,3.0,0.0,2021-11-07,40.0,423.49
2478,102478,Hair Care,Conditioner,4,9.34,28,804,2022-06-28,9,Apple Pay,,,Dolphin Mall,Miami,Florida,US,Katherine,Freeman,Male,51.0,1974-02-14,david70@smith.com,497-986-4520x916,1.0,1533.0,6.0,0.0,2020-01-05,9.0,52.72
2479,102479,Hair Care,Shampoo,3,10.59,10,575,2024-04-20,10,Google Pay,,,South Coast Plaza,Costa Mesa,California,US,Curtis,Avery,Female,38.0,1986-12-06,uhenderson@santiago.com,+1-583-477-5785x68117,1.0,1320.0,6.0,1.0,2020-10-31,36.0,489.13
2480,102480,Hair Care,Hair Oil,1,36.73,7,212,2022-01-23,6,PayPal,,,West Edmonton Mall,Edmonton,Alberta,Canada,Daniel,Rice,Female,70.0,1954-10-29,jeffbrown@jefferson.com,001-671-054-7878x74223,0.0,772.0,10.0,0.0,2020-02-03,30.0,29.03
2481,102481,Hair Care,Hair Oil,3,35.66,32,184,2021-07-16,2,Credit Card - MasterCard,MasterCard,,International Plaza and Bay Street,Tampa,Florida,US,Karen,Douglas,Other,49.0,1975-06-12,joe12@yahoo.com,560-445-6410x361,0.0,1113.0,6.0,0.0,2022-11-16,25.0,189.39
2482,102482,Body Care and Hygiene,Hand Sanitizer,4,21.15,43,960,2024-08-20,6,PayPal,,,The Domain,Austin,Texas,US,Sara,Parker,Male,42.0,1982-09-28,davischarles@miller-marks.biz,769-911-2313x5951,0.0,475.0,9.0,0.0,2020-02-01,33.0,159.41
2483,102483,Body Care and Hygiene,Deodorant,2,29.84,39,971,2021-03-13,8,BNPL (Buy Now, Pay Later),,Scottsdale Fashion Square,Scottsdale,Arizona,US,David,Richardson,Male,25.0,1999-06-26,kimberly43@yahoo.com,475-652-7374x0627,0.0,316.0,9.0,1.0,2021-04-08,44.0,145.63
2484,102484,Skin Care,Moisturizer,2,64.36,28,608,2020-08-03,9,Apple Pay,,,Dolphin Mall,Miami,Florida,US,Laurie,Reyes,Other,62.0,1962-12-10,donaldbarber@clark-torres.com,(926)624-1659x54149,1.0,1079.0,8.0,1.0,2022-10-29,21.0,14.79
2485,102485,Skin Care,Lip Balm,1,59.55,45,328,2023-01-04,5,Debit Card - MasterCard,MasterCard,,Westfield Annapolis,Annapolis,Maryland,US,Joshua,Solomon,Female,54.0,1970-05-31,adamslinda@gmail.com,+1-510-215-4638x19298,1.0,11.0,4.0,1.0,2021-11-26,26.0,122.31
2486,102486,Body Care and Hygiene,Deodorant,4,18.95,31,529,2023-05-23,3,Credit Card - AMEX,AMEX,,Cherry Creek Shopping Center,Denver,Colorado,US,Jennifer,Barnett,Female,58.0,1966-05-26,vsoto@gmail.com,+1-751-934-7985x9762,1.0,615.0,3.0,1.0,2020-02-10,42.0,231.73
2487,102487,Body Care and Hygiene,Deodorant,1,4.82,24,747,2022-09-22,4,Debit Card - Visa,Visa,,The Dubai Mall,Dubai,Dubai,UAE,William,Thomas,Female,40.0,1984-08-07,adam49@gmail.com,745.681.9100x46217,1.0,277.0,5.0,0.0,2022-06-03,25.0,274.52
2488,102488,Skin Care,Sunscreen,2,40.77,44,536,2022-09-10,2,Credit Card - MasterCard,MasterCard,,The Florida Mall,Orlando,Florida,US,Katelyn,Malone,Other,19.0,2005-12-18,jackmccarty@yahoo.com,842.032.8732x3917,1.0,1067.0,3.0,0.0,2024-01-07,12.0,367.18
2489,102489,Skin Care,Moisturizer,4,26.16,26,575,2022-09-02,10,Google Pay,,,Easton Town Center,Columbus,Ohio,US,Curtis,Avery,Female,38.0,1986-12-06,uhenderson@santiago.com,+1-583-477-5785x68117,1.0,1320.0,6.0,1.0,2020-10-31,36.0,489.13
2490,102490,Body Care and Hygiene,Deodorant,4,23.09,38,48,2021-04-05,9,Apple Pay,,,The Shops at La Cantera,San Antonio,Texas,US,Kendra,Trevino,Male,36.0,1988-04-21,mary15@davis-west.com,+1-341-800-5854x6606,0.0,763.0,8.0,0.0,2021-06-02,34.0,240.71
2491,102491,Skin Care,Sunscreen,3,83.89,4,831,2024-11-03,4,Debit Card - Visa,Visa,,Trafford Centre,Manchester,England,UK,Jamie,Diaz,Male,69.0,1955-10-26,crystal47@hotmail.com,+1-306-127-5294x7235,0.0,921.0,8.0,1.0,2021-02-07,4.0,257.05
2492,102492,Skin Care,Sunscreen,3,21.4,20,647,2021-03-16,1,Credit Card - Visa,Visa,,The Trafford Centre,Manchester,Greater Manchester,UK,Amanda,Medina,Other,67.0,1957-07-20,carol24@stein-powell.biz,542-595-1892x05994,1.0,1732.0,9.0,1.0,2020-01-16,15.0,136.99
2493,102493,Oral Care,Toothpaste,4,5.79,6,738,2021-05-02,5,Debit Card - MasterCard,MasterCard,,Aventura Mall,Miami,Florida,US,Caitlin,Torres,Male,40.0,1984-02-26,kevin14@hotmail.com,+1-425-329-5451x91011,1.0,239.0,2.0,1.0,2022-01-09,10.0,37.04
2494,102494,Body Care and Hygiene,Deodorant,4,17.43,18,465,2021-11-02,1,Credit Card - Visa,Visa,,Arndale Centre,Manchester,Greater Manchester,UK,Lynn,Thompson,Male,34.0,1990-08-13,michael96@zhang.com,001-541-770-8258x164,0.0,185.0,5.0,0.0,2022-09-10,17.0,256.5
2495,102495,Hair Care,Shampoo,3,26.72,35,501,2021-10-14,10,Google Pay,,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Morgan,Rodriguez,Male,70.0,1954-07-28,joshualong@yahoo.com,(236)567-2427,1.0,1255.0,9.0,1.0,2021-03-15,7.0,97.06
2496,102496,Body Care and Hygiene,Hand Sanitizer,3,27.38,55,225,2024-02-20,6,PayPal,,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Lisa,Wilson,Other,20.0,2004-08-09,ldominguez@williams-hall.com,(827)546-9327x07205,1.0,1742.0,1.0,0.0,2020-09-02,30.0,110.37
2497,102497,Body Care and Hygiene,Body Lotion,4,4.47,56,838,2024-01-01,5,Debit Card - MasterCard,MasterCard,,The Mall in Columbia,Columbia,Maryland,US,Michael,Stark,Other,42.0,1982-09-13,lmills@snyder.org,001-241-767-3153x8992,1.0,684.0,8.0,0.0,2020-06-04,20.0,218.84
2498,102498,Oral Care,Mouthwash,2,6.97,50,334,2022-02-16,10,Google Pay,,,The Summit,Birmingham,Alabama,US,Brianna,Perry,Other,43.0,1982-01-27,jenniferthompson@freeman-white.com,001-642-324-3239,0.0,888.0,6.0,0.0,2023-10-17,40.0,106.18
2499,102499,Body Care and Hygiene,Body Lotion,1,12.25,36,490,2024-07-11,3,Credit Card - AMEX,AMEX,,The Mall at Short Hills,Short Hills,New Jersey,US,Benjamin,Zamora,Male,22.0,2002-04-11,kevinbarry@hotmail.com,(476)473-1289,0.0,1260.0,4.0,0.0,2022-11-24,38.0,416.19
2500,102500,Body Care and Hygiene,Body Lotion,3,7.75,52,883,2023-03-24,3,Credit Card - AMEX,AMEX,,Pheasant Lane Mall,Nashua,New Hampshire,US,Kelly,Davis,Male,59.0,1965-03-12,greenedaniel@nichols.com,001-042-174-1458x70511,0.0,227.0,10.0,0.0,2024-03-23,12.0,178.82
2501,102501,Oral Care,Mouthwash,2,14.79,16,285,2021-09-28,3,Credit Card - AMEX,AMEX,,The Oracle,Reading,Berkshire,UK,John,Mullen,Other,58.0,1966-09-28,igriffith@hotmail.com,001-160-209-4971x162,0.0,685.0,1.0,0.0,2022-02-06,5.0,389.03
2502,102502,Body Care and Hygiene,Hand Sanitizer,3,15.56,44,298,2021-08-09,10,Google Pay,,,The Florida Mall,Orlando,Florida,US,Suzanne,Alvarez,Male,31.0,1993-10-31,george47@valentine.org,755.255.0636x340,1.0,1533.0,4.0,0.0,2022-08-24,10.0,96.49
2503,102503,Oral Care,Mouthwash,1,8.09,26,291,2021-04-24,9,Apple Pay,,,Easton Town Center,Columbus,Ohio,US,Amanda,Davis,Other,44.0,1981-01-20,dawn22@mann.org,(016)184-9986x782,1.0,1082.0,5.0,1.0,2020-08-11,23.0,338.14
2504,102504,Hair Care,Hair Oil,3,21.9,15,600,2023-02-18,5,Debit Card - MasterCard,MasterCard,,Meadowhall,Sheffield,South Yorkshire,UK,Laura,Salinas,Female,27.0,1998-02-14,donna25@vasquez-schultz.org,(688)561-1140,0.0,355.0,8.0,0.0,2023-07-26,20.0,46.51
2505,102505,Body Care and Hygiene,Deodorant,2,27.58,55,373,2022-02-06,10,Google Pay,,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Stephanie,Rodriguez,Female,36.0,1988-04-23,marcus41@gmail.com,001-575-707-8461x820,0.0,1746.0,4.0,0.0,2022-05-12,1.0,491.12
2506,102506,Skin Care,Lip Balm,4,70.69,2,335,2024-08-17,7,Cash,,,The Galleria,Houston,Texas,US,Stephanie,Adams,Male,57.0,1967-11-17,michael47@heath-smith.com,090-413-6544,0.0,101.0,6.0,1.0,2021-01-01,22.0,343.92
2507,102507,Oral Care,Toothpaste,3,12.71,57,117,2023-02-24,9,Apple Pay,,,The Gardens Mall,Palm Beach Gardens,Florida,US,Rebecca,Barnes,Other,45.0,1979-06-23,gmendoza@yahoo.com,7463101529,1.0,851.0,4.0,0.0,2021-01-05,47.0,93.86
2508,102508,Oral Care,Toothpaste,2,18.67,33,177,2020-09-28,5,Debit Card - MasterCard,MasterCard,,Bellevue Square,Bellevue,Washington,US,Danielle,Harrington,Other,57.0,1967-02-27,petersmichael@hotmail.com,+1-497-080-6510x845,1.0,1067.0,3.0,0.0,2022-01-08,23.0,41.2
2509,102509,Skin Care,Sunscreen,2,12.41,51,108,2022-11-21,6,PayPal,,,CambridgeSide,Cambridge,Massachusetts,US,April,Calhoun,Other,47.0,1977-04-02,derek02@gmail.com,001-335-036-0499x037,1.0,900.0,1.0,0.0,2020-05-28,5.0,170.56
2510,102510,Skin Care,Moisturizer,2,12.57,28,92,2022-08-31,4,Debit Card - Visa,Visa,,Dolphin Mall,Miami,Florida,US,Jeffrey,Pierce,Female,61.0,1964-02-23,brownjoseph@clark.info,471.072.9853,1.0,1722.0,5.0,1.0,2022-11-17,41.0,280.74
2511,102511,Hair Care,Shampoo,3,33.35,8,922,2024-07-04,9,Apple Pay,,,Bluewater Shopping Centre,Dartford,Kent,UK,Tonya,Horton,Other,20.0,2004-08-13,keysteven@carlson.com,+1-754-328-1161x7740,0.0,66.0,3.0,0.0,2024-08-22,39.0,371.43
2512,102512,Hair Care,Conditioner,4,20.95,43,532,2020-03-05,7,Cash,,,The Domain,Austin,Texas,US,Gina,Moss,Other,64.0,1960-02-29,bsandoval@haas.info,5051019551,0.0,211.0,9.0,1.0,2021-10-03,20.0,236.71
2513,102513,Skin Care,Moisturizer,3,99.02,16,588,2022-01-25,8,BNPL (Buy Now, Pay Later),,The Oracle,Reading,Berkshire,UK,James,Lucas,Female,62.0,1962-07-16,eddie40@mitchell.com,(416)321-7884,0.0,1561.0,2.0,0.0,2023-09-25,48.0,337.25
2514,102514,Oral Care,Toothpaste,2,5.94,32,86,2023-01-10,7,Cash,,,International Plaza and Bay Street,Tampa,Florida,US,Christine,Wright,Other,38.0,1986-03-05,calhounalexander@gmail.com,+1-139-192-5960x075,0.0,52.0,7.0,1.0,2020-03-04,10.0,152.59
2515,102515,Skin Care,Sunscreen,1,18.13,51,50,2023-10-08,9,Apple Pay,,,CambridgeSide,Cambridge,Massachusetts,US,Steven,West,Female,69.0,1955-05-20,ustrong@hotmail.com,714.191.6397,0.0,1019.0,6.0,1.0,2023-12-08,21.0,247.84
2516,102516,Skin Care,Face Wash,3,20.86,11,341,2022-03-02,10,Google Pay,,,Roosevelt Field,Garden City,New York,US,Wesley,Marquez,Female,69.0,1955-07-25,nkeller@frye.com,001-272-471-3816,0.0,535.0,2.0,1.0,2024-08-16,15.0,24.7
2517,102517,Oral Care,Toothpaste,2,8.63,37,7,2023-02-21,10,Google Pay,,,Bloor-Yorkville,Toronto,Ontario,Canada,Stephanie,Lynch,Male,52.0,1972-05-18,amy23@brown.com,693.754.8148x598,0.0,5.0,1.0,0.0,2024-07-18,35.0,324.09
